,proyecto,entidad,sectorial,P2017,C2017,D2017,P2018,C2018,D2018,P2019,C2019,D2019,P2020,C2020,D2020,P2021,C2021,D2021,text
1209,   estudio y diseno para la construccion del puente carrozable sobre el rio kuyllis ubicado en la comunidad,  secretaria tecnica de la circunscripcion territorial especial amazonica,  sectorial  ambiente,0.0,0.0,0.0,2257.8,71232.0,21072.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria tecnica de la circunscripcion territorial especial amazonica   estudio y diseno para la construccion del puente carrozable sobre el rio kuyllis ubicado en la comunidad  sectorial  ambiente
1210,   estudio y diseno para la construccion del puente carrozable sobre el rio kuyllis ubicado en la comunidad kichwa kuyllis de la parroquia dorado de cascales del canton cascales provincia de sucumbios,  instituto para el ecodesarrollo de la region amazonica ecorae,  sectorial  ambiente,0.0,264576.0,0.0,0.0,189952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto para el ecodesarrollo de la region amazonica ecorae   estudio y diseno para la construccion del puente carrozable sobre el rio kuyllis ubicado en la comunidad kichwa kuyllis de la parroquia dorado de cascales del canton cascales provincia de sucumbios  sectorial  ambiente
1211,"   estudio y diseno para la construccion del puente carrozable sobre el rio kuyllis ubicado en la comunidad kichwa kuyllis de la parroquia dorado de cascales del canton cascales provincia de sucumbios
",  instituto para el ecodesarrollo de la region amazonica ecorae,  sectorial  ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  instituto para el ecodesarrollo de la region amazonica ecorae   estudio y diseno para la construccion del puente carrozable sobre el rio kuyllis ubicado en la comunidad kichwa kuyllis de la parroquia dorado de cascales del canton cascales provincia de sucumbios
  sectorial  ambiente"
1212,   estudios  construccion sistemas de agua potable extrema pobreza,  secretaria nacional del agua,  sectorial recursos naturales,0.0,0.0,0.0,0.0,1501028.1199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria nacional del agua   estudios  construccion sistemas de agua potable extrema pobreza  sectorial recursos naturales
1213,   estudios construccion sistemas de agua potable extrema pobreza,  ministerio del ambiente y agua,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio del ambiente y agua   estudios construccion sistemas de agua potable extrema pobreza  sectorial ambiente
1214,   estudios de emisin de gases efecto invernadero co  co  so y nox y material particulado de ladrilleras artesan,  universidad central del ecuador,  sectorial educacion,173967.62,301894.23,174935.02000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad central del ecuador   estudios de emisin de gases efecto invernadero co  co  so y nox y material particulado de ladrilleras artesan  sectorial educacion
1215,   estudios de factibilidad   impactos ambientales e ingenieria definitivos del puente sobre el rio leon y accesos,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,919744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de factibilidad   impactos ambientales e ingenieria definitivos del puente sobre el rio leon y accesos  sectorial  comunicaciones
1216,   estudios de factibilidad  impactos ambientales e i,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2673747.2,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de factibilidad  impactos ambientales e i  sectorial comunicaciones
1217,   estudios de factibilidad  impactos ambientales e ingenieria definitivos del anillo vial de lago agrio  con una lon,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de factibilidad  impactos ambientales e ingenieria definitivos del anillo vial de lago agrio  con una lon  sectorial  comunicaciones
1218,   estudios de factibilidad  impactos ambientales e ingenieria definitivos para la rehabilitacion  mantenimiento y,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428500.0,857000.0,857000.0,  ministerio de transporte y obras publicas   estudios de factibilidad  impactos ambientales e ingenieria definitivos para la rehabilitacion  mantenimiento y  sectorial comunicaciones
1219,   estudios de factibilidad de los bioemprendimientos de la region amazonica,  instituto para el ecodesarrollo de la region amazonica ecorae,  sectorial  ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto para el ecodesarrollo de la region amazonica ecorae   estudios de factibilidad de los bioemprendimientos de la region amazonica  sectorial  ambiente
1220,   estudios de factibilidad impactos ambientales e ingenieria definitivos del anillo vial de lago agrio con una longi,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,1481890.53,4583271.890000001,1515292.9499999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de factibilidad impactos ambientales e ingenieria definitivos del anillo vial de lago agrio con una longi  sectorial  comunicaciones
1221,"   estudios de factibilidad impactos ambientales e ingenieria definitivos para la rectificacion y mejoramiento de la via mocachevinces
",  instituto nacional de preinversion,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  instituto nacional de preinversion   estudios de factibilidad impactos ambientales e ingenieria definitivos para la rectificacion y mejoramiento de la via mocachevinces
  sectorial administrativo"
1222,   estudios de factibilidad impactos ambientales e ingenieria definitivos para la rehabilitacion mantenimiento y s,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,0.0,0.0,0.0,2451456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de factibilidad impactos ambientales e ingenieria definitivos para la rehabilitacion mantenimiento y s  sectorial  comunicaciones
1223,   estudios de factibilidad impactos ambientales e ingenieria definitivos para la rehabilitacion mantenimiento y s,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4958573.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de factibilidad impactos ambientales e ingenieria definitivos para la rehabilitacion mantenimiento y s  sectorial comunicaciones
1224,"   estudios de factibilidad impactos ambientales e ingenieria definitivos para la rehabilitacion y mejoramiento de la carretera echeandiaventanaspuerto pechichepalenquebalzar
",  instituto nacional de preinversion,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  instituto nacional de preinversion   estudios de factibilidad impactos ambientales e ingenieria definitivos para la rehabilitacion y mejoramiento de la carretera echeandiaventanaspuerto pechichepalenquebalzar
  sectorial administrativo"
1225,   estudios de factibilidad y diseno definitivo de los muelles artesanales,  ministerio de agricultura y ganaderia,  sectorial agropecuario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de agricultura y ganaderia   estudios de factibilidad y diseno definitivo de los muelles artesanales  sectorial agropecuario
1226,"   estudios de factibilidad, impactos ambientales e ingenieria definitivos para la ampliacion, rectificacion y mejoramiento de la carretera guarandabalzapambamontalvobabahoyo
",  instituto nacional de preinversion,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  instituto nacional de preinversion   estudios de factibilidad, impactos ambientales e ingenieria definitivos para la ampliacion, rectificacion y mejoramiento de la carretera guarandabalzapambamontalvobabahoyo
  sectorial administrativo"
1227,"   estudios de factibilidad, impactos ambientales e ingenieria definitivos para la ampliacion, rectificacion y mejoramiento de la carretera guarandabalzapambamontalvobabahoyo
",  secretaria nacional de planificacion y desarrollo  senplades,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  secretaria nacional de planificacion y desarrollo  senplades   estudios de factibilidad, impactos ambientales e ingenieria definitivos para la ampliacion, rectificacion y mejoramiento de la carretera guarandabalzapambamontalvobabahoyo
  sectorial administrativo"
1228,   estudios de fiscalizacion y trabajos de remodelacion de los edificios adquiridos en el campus guayaquil,  universidad agraria del ecuador,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad agraria del ecuador   estudios de fiscalizacion y trabajos de remodelacion de los edificios adquiridos en el campus guayaquil  sectorial educacion
1229,   estudios de infraestructura fisica y tecnologica para el fortalecimiento de la agencia nacional de regulacion,  agencia nacional de regulacion control y vigilancia sanitaria arcsa,  sectorial salud,13187.95,3326571.41,24926.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  agencia nacional de regulacion control y vigilancia sanitaria arcsa   estudios de infraestructura fisica y tecnologica para el fortalecimiento de la agencia nacional de regulacion  sectorial salud
1230,   estudios de infraestructura fisica y tecnologica para el fortalecimiento de la agencia nacional de regulacion c,  agencia nacional de regulacion control y vigilancia sanitaria arcsa,  sectorial salud,0.0,0.0,0.0,225151.02000000002,4854808.81,1151319.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  agencia nacional de regulacion control y vigilancia sanitaria arcsa   estudios de infraestructura fisica y tecnologica para el fortalecimiento de la agencia nacional de regulacion c  sectorial salud
1231,   estudios de ingenieria definitivos del muro de proteccion en la ribera derecha del rio napo y prolongacion de l,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,1117580.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de ingenieria definitivos del muro de proteccion en la ribera derecha del rio napo y prolongacion de l  sectorial  comunicaciones
1232,   estudios de ingenieria definitivos del puente sobr,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605072.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de ingenieria definitivos del puente sobr  sectorial comunicaciones
1233,"   estudios de ingenieria definitivos del puente sobre el rio pindo, ubicado en la carretera balsas  rio pindo, e",  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,1011715.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  ministerio de transporte y obras publicas   estudios de ingenieria definitivos del puente sobre el rio pindo, ubicado en la carretera balsas  rio pindo, e  sectorial  comunicaciones"
1234,   estudios de ingenieria definitivos del puente sobre la quebrada el destrozo  ubicado en la carretera loja  zamora  e  provincia de zamora chinchipe,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de ingenieria definitivos del puente sobre la quebrada el destrozo  ubicado en la carretera loja  zamora  e  provincia de zamora chinchipe  sectorial  comunicaciones
1235,   estudios de ingenieria definitivos para la construccion de obras  de proteccion de la ribera del rio macara (margen ecuatoriana)  sector puente internacional  canton macara  provincia de loja,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,0.0,0.0,0.0,56918.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de ingenieria definitivos para la construccion de obras  de proteccion de la ribera del rio macara (margen ecuatoriana)  sector puente internacional  canton macara  provincia de loja  sectorial  comunicaciones
1236,   estudios de ingenieria definitivos para la construccion de obras de proteccion de proteccion de la ribera del r,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,56880.340000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de ingenieria definitivos para la construccion de obras de proteccion de proteccion de la ribera del r  sectorial  comunicaciones
1237,   estudios de ingenieria definitivos para la rectificacion y mejoramiento de la via de acceso a la reserva ecolog,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,1400321.89,2609792.79,1400321.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de ingenieria definitivos para la rectificacion y mejoramiento de la via de acceso a la reserva ecolog  sectorial  comunicaciones
1238,   estudios de ingenierias complementarias,  universidad estatal de bolivar,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad estatal de bolivar   estudios de ingenierias complementarias  sectorial educacion
1239,   estudios de la carret. mantamanaos tramo: manta  quevedo sub tramo : manta  puente mejia  san gabriel fin v,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,628536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de la carret. mantamanaos tramo: manta  quevedo sub tramo : manta  puente mejia  san gabriel fin v  sectorial  comunicaciones
1240,   estudios de la carretera mantamanaos tramo: manta  quevedo sub tramo : manta puente mejia san gabriel  fin var,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de la carretera mantamanaos tramo: manta  quevedo sub tramo : manta puente mejia san gabriel  fin var  sectorial  comunicaciones
1241,   estudios de la via: puerto bolsicopuna nuevapuerto san jorgeempalme (naranjalel guabo),  ministerio de transporte y obras publicas,  sectorial  comunicaciones,1081756.2,1189931.8199999998,1081756.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudios de la via: puerto bolsicopuna nuevapuerto san jorgeempalme (naranjalel guabo)  sectorial  comunicaciones
1242,   estudios de las dinamicas y desplazamientos estaci,  secretaria tecnica de planificacion planifica ecuador,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2437148.94,0.0,0.0,0.0,0.0,  secretaria tecnica de planificacion planifica ecuador   estudios de las dinamicas y desplazamientos estaci  sectorial administrativo
1243,   estudios de las dinamicas y desplazamientos estacionales de masas de aguas en el perfil costero continental del,  secretaria nacional de planificacion y desarrollo  senplades,  sectorial administrativo,0.0,9459294.0,0.0,0.0,14033044.1,0.0,0.0,7225717.640000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria nacional de planificacion y desarrollo  senplades   estudios de las dinamicas y desplazamientos estacionales de masas de aguas en el perfil costero continental del  sectorial administrativo
