,target,sdg,text
6326,G9T5,G9,universidad estatal peninsula de santa elena sistema de gestion academica de investigacion sgai gestion de la investigacion
6327,G9T5,G9,universidad estatal peninsula de santa elena factores geoambientales de los pozos petroleros y su incidencia en el desarrollo territorial en los cantones salinas y la libertad de la provincia de santa elena gestion de la investigacion
6328,G9T5,G9,universidad estatal peninsula de santa elena proyecto de implementacion data center gestion de la investigacion
6329,G9T5,G9,universidad estatal peninsula de santa elena la gestion de la innovacion y la transferencia tecnologica a traves de sistemas de incubacion y aceleracion empresarial sostenible en la provincia de santa elena gestion de la investigacion
6330,G9T5,G9,universidad estatal peninsula de santa elena evaluacion de la fauna edafica como bioindicador del impacto del uso de la tierra y de la calidad del suelo en la peninsula de santa elena ecuador gestion de la investigacion
6331,G9T5,G9,universidad estatal peninsula de santa elena caracterizacion del comportamiento reologico de los crudos ecuatorianos y sus emulsiones gestion de la investigacion
6332,G9T5,G9,universidad estatal peninsula de santa elena obsevalapupse observatorio de la evaluacion del aprendizaje en la upse gestion de la investigacion
6333,G9T5,G9,universidad estatal peninsula de santa elena incidencia de la recarga artificial en los niveles piezometricos y en la intrusion salina en el acuifero costero manglaralto para una gestion hidrica sostenible gestion de la investigacion
6334,G9T5,G9,universidad estatal peninsula de santa elena modelamiento de flujo bifasico en medios porosos usando el metodo de los elementos finitos gestion de la investigacion
6335,G9T5,G9,universidad estatal peninsula de santa elena desarrollo e implementacion de aplicaciones tecnologicas con la tarjeta electronica arduino con objetivo en ciencias de la ingenieria con enfasis en agropecuaria gestion de la investigacion
6336,G9T5,G9,universidad estatal peninsula de santa elena implementacion de un sistema de control de asistencia de docentes y alumnos dentro del aula clase reuniones y convocatorias por medio de tecnologia iot beacon gestion de la investigacion
6337,G9T5,G9,universidad estatal peninsula de santa elena proyecto de potenciacion de laboratorios para investigacion y procesos academicos de la facultad de ciencias del mar gestion de la investigacion
6338,G9T5,G9,universidad estatal peninsula de santa elena identificacion y uso de microorganismos nativos como pgprs para mejorar la produccion agropecuaria en la peninsula de santa elena gestion de la investigacion
6339,G9T5,G9,universidad estatal peninsula de santa elena implementacion de un programa de actividad fisica para la prevencion del sindrome metabolico en la comunidad de la universidad estatal peninsula de santa elena ? gestion de la investigacion
6340,G9T5,G9,universidad estatal peninsula de santa elena verificacion de datos etica del periodista e inmediatez de la informacion en los procesos de rutinas productivas gestion de la investigacion
6341,G9T5,G9,universidad estatal peninsula de santa elena glossalab integrando y creando conocimiento mediante glosarios interdisciplinares y herramientas de analisis e interoperabilidad semantica gestion de la investigacion
6342,G9T5,G9,universidad estatal peninsula de santa elena evaluacion de dietas nutricionales en la produccion de ganado bovino a partir de especies forrajeras cultivadas gestion de la investigacion
6343,G9T5,G9,universidad estatal peninsula de santa elena tecnologias de manejo sostenible del cafe robusta para el tropico seco del litoral ecuatoriano gestion de la investigacion
6344,G9T5,G9,universidad estatal peninsula de santa elena nutricion integral y calidad de agua en limon sutil en el valle del rio valdivia gestion de la investigacion
6345,G9T5,G9,universidad estatal peninsula de santa elena analisis tecnico y economico para la implementacion del gas natural vehicular en la provincia de santa elena para el sector transporte liviano fase gestion de la investigacion
6346,G9T5,G9,universidad estatal peninsula de santa elena proyecto de potenciacion de laboratorios para investigacion y procesos academicos de la facultad de ciencias de la ingenieria gestion de la investigacion
6347,G9T5,G9,universidad estatal peninsula de santa elena desarrollo de capacidades de intervencion profesional comunitaria familiar y de genero para la inclusion educativa gestion de la investigacion
6348,G9T5,G9,universidad estatal peninsula de santa elena fitoplancton y zooplancton en relacion a gradiente salino de una planta productora de sal en mar bravo santa elena gestion de la investigacion
6349,G9T5,G9,universidad estatal peninsula de santa elena determinantes socioculturales de la situacion de salud y las conductas de autocuidado en respuesta al en parroquias del canton salinas periodo gestion de la investigacion
6350,G9T5,G9,universidad estatal peninsula de santa elena implementacion de laboratorio de computacion en el campus de postgrado salinas gestion de la investigacion
6351,G9T5,G9,universidad estatal peninsula de santa elena modelo de gestion del territorio como dinamizador de la economia en epoca de en la provincia de santa elena gestion de la investigacion
6352,G9T5,G9,universidad estatal peninsula de santa elena modelo de gestion socioeducativa inclusiva desde un enfoque de dialogo intercultural y de genero para la convivencia en la provincia de santa elena gestion de la investigacion
6353,G9T5,G9,universidad estatal peninsula de santa elena caracterizacion geoquimica de los crudos de la formacion socorro en el campo pacoa gestion de la investigacion
6354,G9T5,G9,universidad estatal peninsula de santa elena diseno de un modelo computacional para clasificar los rasgos de la personalidad oscura dark triad classifierdtc gestion de la investigacion
6355,G9T5,G9,universidad estatal peninsula de santa elena bioprospeccion de microalgas aisladas de la peninsula de santa elena como un potencial recurso biotecnologico gestion de la investigacion
6356,G4T3 G4T5 G4T9,G4,universidad nacional de chimborazo fiscalizacion de proyectos de infraestructura unach formacion y gestion academica
6357,G4T3 G4T5 G4T9,G4,universidad nacional de chimborazo proyecto de construccion de infraestructura fisica unach formacion y gestion academica
6358,G4T3 G4T5 G4T9,G4,universidad nacional de chimborazo construccion del bloque de la facultad de ciencias de la educacion humanas y tecnologias formacion y gestion academica
6359,G4T3 G4T5 G4T9,G4,universidad nacional de chimborazo fortalecimiento a la gestion academica para el aseguramiento de la calidad de la unach formacion y gestion academica
6360,G4T3 G4T5 G4T9,G4,universidad nacional de chimborazo fortalecimiento institucional pago de estimulos por jubilaciones pago por renuncias voluntarias indemnizaciones formacion y gestion academica
6361,G9T5,G9,universidad nacional de chimborazo gestion de la investigacion de la universidad nacional de chimborazo gestion de la investigacion
6362,G9T5,G9,universidad nacional de chimborazo becas cuarto nivel phd gestion de la investigacion
6363,Sin Clasificar,Sin Clasificar,universidad nacional de educacion unae creacion de la universidad nacional de educacion en azoguezcanar administracion central
6364,G4T3 G4T5 G4T9,G4,universidad nacional de educacion unae profesionalizacion de docentes del sistema nacional de educacion en la amazonia formacion y gestion academica
6365,Sin Clasificar,Sin Clasificar,universidad politecnica estatal del carchi jubilacion patronal personal loes upec administracion central
6366,Sin Clasificar,Sin Clasificar,universidad politecnica estatal del carchi construccion campus universitario administracion central
6367,G9T5,G9,universidad politecnica estatal del carchi becas estudiantiles y docentes de la upec gestion de la investigacion
6368,Sin Clasificar,Sin Clasificar,universidad tecnica de ambato campus de investigacion e innovacion economica social y productiva administracion central
6369,Sin Clasificar,Sin Clasificar,universidad tecnica de ambato campus de educacion continua para desarrollo de talento humano y actualizacion tecnologica administracion central
6370,Sin Clasificar,Sin Clasificar,universidad tecnica de ambato jubilacion del servidor publico universidad tecnica de ambato administrativos y trabajdores administracion central
6371,G4T3 G4T5 G4T9,G4,universidad tecnica de ambato becas en la universidad tecnica de ambato formacion y gestion academica
6372,G4T3 G4T5 G4T9,G4,universidad tecnica de ambato programas de posgrado y pregrado de la universidad tecnica de ambato formacion y gestion academica
6373,G4T3 G4T5 G4T9,G4,universidad tecnica de ambato nuevo campus de grado posgrado y educacion virtual nacional con proyeccion internacional de la universidad tecnica de ambato formacion y gestion academica
6374,G4T3 G4T5 G4T9,G4,universidad tecnica de ambato programa de formacion del talento humano de la uta de cuarto nivel formacion y gestion academica
6375,G4T3 G4T5 G4T9,G4,universidad tecnica de ambato jubilacion del servidor publico universidad tecnica de ambato formacion y gestion academica
6376,G4T3 G4T5 G4T9,G4,universidad tecnica de ambato programa de formacion de profesionales uta tercer nivel formacion y gestion academica
6377,G9T5,G9,universidad tecnica de ambato proyectos de investigacion con financiamiento interno gestion de la investigacion
6378,Sin Clasificar,Sin Clasificar,universidad tecnica de ambato educacion continua desarrollo produccion y transferencias de tecnologia de la uta gestion de la vinculacion con la colectividad
6379,Sin Clasificar,Sin Clasificar,"universidad tecnica de cotopaxi construccion del bloque academico ""a"" laboratorio botanico diamante de luz teatro y auditorios campus universitario administracion central"
6380,G4T3 G4T5 G4T9,G4,universidad tecnica de cotopaxi desarrollo institucional formacion y gestion academica
6381,G4T3 G4T5 G4T9,G4,universidad tecnica de cotopaxi jubilacion del personal docente y administrativo formacion y gestion academica
6382,G4T3 G4T5 G4T9,G4,universidad tecnica de cotopaxi obra publica utc formacion y gestion academica
6383,G4T3 G4T5 G4T9,G4,universidad tecnica de cotopaxi dotacion de infraestructura academica formacion y gestion academica
6384,G9T5,G9,universidad tecnica de cotopaxi diseno de un sistema de gestion del centro historico de latacunga gestion de la investigacion
6385,G9T5,G9,universidad tecnica de cotopaxi creacion implementacion y fortalecimiento de centros de investigacion por facultades y extensiones gestion de la investigacion
6386,G9T5,G9,universidad tecnica de cotopaxi caracterizacion morfologica y bioquimica adaptacion a modelos de produccion intensiva de jicama en la parroquia belisario quevedo cotopaxi gestion de la investigacion
